order_id,order_date,customer_id,store_id,payment_method,order_status
O030788,2024-08-05,C04844,S031,Credit Card,Completed
O030789,2024-09-08,C03584,S030,E-Wallet,Completed
O030790,2024-03-22,C01278,S031,Credit Card,Completed
O030791,2024-09-02,C01193,S021,Cash,Completed
O030792,2024-11-14,C01295,S031,E-Wallet,Completed
O030793,2024-04-02,C03041,S026,Bank Transfer,Completed
O030794,2025-03-02,C02965,S031,Credit Card,Completed
O030795,2024-01-18,C00422,S031,Bank Transfer,Completed
O030796,2024-07-03,C02040,S031,E-Wallet,Completed
O030797,2025-10-13,C04553,S028,E-Wallet,Completed
O030798,2024-11-04,C02812,S031,Credit Card,Completed
O030799,2025-06-19,C03148,S031,Credit Card,Completed
O030800,2024-09-16,C00558,S031,Credit Card,Completed
O030801,2025-09-10,C02455,S023,Debit Card,Completed
O030802,2024-02-26,C01030,S031,Debit Card,Completed
O030803,2024-07-09,C01561,S031,Bank Transfer,Completed
O030804,2024-09-03,C02243,S031,Credit Card,Completed
O030805,2024-06-22,C00984,S031,Credit Card,Completed
O030806,2025-10-09,C04678,S031,Bank Transfer,Completed
O030807,2024-11-06,C03496,S031,E-Wallet,Completed
O030808,2025-07-26,C03713,S026,Cash,Completed
O030809,2024-04-25,C04190,S031,Credit Card,Completed
O030810,2024-01-27,C02530,S003,Cash,Completed
O030811,2025-12-13,C01647,S013,E-Wallet,Completed
O030812,2025-10-20,C01682,S031,Bank Transfer,Completed
O030813,2024-07-27,C02503,S031,E-Wallet,Completed
O030814,2024-07-21,C00741,S029,Debit Card,Completed
O030815,2024-03-10,C04913,S008,Credit Card,Completed
O030816,2024-03-13,C03459,S031,E-Wallet,Completed
O030817,2024-10-30,C04682,S031,E-Wallet,Completed
O030818,2025-12-08,C01931,S031,Bank Transfer,Completed
O030819,2024-08-09,C01495,S031,Bank Transfer,Completed
O030820,2024-01-12,C04701,S017,Credit Card,Completed
O030821,2024-10-03,C03757,S002,Debit Card,Completed
O030822,2024-05-11,C03540,S018,Cash,Completed
O030823,2024-12-09,C03482,S031,E-Wallet,Completed
O030824,2024-03-30,C03424,S031,Cash,Completed
O030825,2024-01-03,C00339,S006,Debit Card,Completed
O030826,2025-05-10,C04161,S010,Credit Card,Completed
O030827,2025-04-04,C01435,S010,Bank Transfer,Completed
O030828,2025-08-18,C02584,S031,Credit Card,Completed
O030829,2024-07-23,C01919,S031,Bank Transfer,Completed
O030830,2025-12-15,C03529,S012,Debit Card,Completed
O030831,2024-12-10,C00303,S031,Bank Transfer,Completed
O030832,2025-06-20,C00588,S031,E-Wallet,Completed
O030833,2024-07-08,C00858,S019,Debit Card,Completed
O030834,2025-07-18,C01637,S030,Debit Card,Completed
O030835,2025-10-22,C01648,S011,Credit Card,Completed
O030836,2025-02-20,C05000,S014,E-Wallet,Completed
O030837,2025-11-03,C00309,S031,Bank Transfer,Completed
O030838,2025-04-24,C02791,S031,Credit Card,Completed
O030839,2025-03-18,C01777,S019,Debit Card,Completed
O030840,2025-04-20,C02002,S031,E-Wallet,Completed
O030841,2025-07-31,C01952,S001,Cash,Completed
O030842,2024-11-02,C01476,S031,Credit Card,Completed
O030843,2024-04-10,C01693,S031,E-Wallet,Completed
O030844,2025-04-06,C01321,S031,E-Wallet,Completed
O030845,2024-10-19,C00316,S031,E-Wallet,Completed
O030846,2024-03-11,C00943,S031,E-Wallet,Completed
O030847,2025-12-13,C00895,S009,Credit Card,Completed
O030848,2024-11-25,C04535,S007,Cash,Completed
O030849,2024-03-19,C01372,S031,E-Wallet,Completed
O030850,2024-02-06,C02904,S013,Debit Card,Completed
O030851,2024-11-20,C03651,S008,E-Wallet,Completed
O030852,2025-09-10,C00659,S017,Debit Card,Completed
O030853,2024-10-16,C00757,S031,Credit Card,Cancelled
O030854,2024-04-04,C00204,S031,Credit Card,Completed
O030855,2025-06-01,C00858,S023,Cash,Completed
O030856,2025-12-09,C03424,S031,E-Wallet,Completed
O030857,2025-12-29,C01578,S031,Credit Card,Completed
O030858,2025-02-19,C03246,S009,Credit Card,Completed
O030859,2025-03-26,C03589,S005,Cash,Completed
O030860,2024-06-15,C01642,S031,Credit Card,Completed
O030861,2025-02-21,C01618,S031,E-Wallet,Completed
O030862,2024-12-27,C02317,S031,Credit Card,Completed
O030863,2025-03-27,C03180,S026,Debit Card,Completed
O030864,2024-03-07,C00261,S031,Bank Transfer,Completed
O030865,2024-08-21,C01728,S014,Debit Card,Completed
O030866,2024-01-06,C02101,S023,Bank Transfer,Completed
O030867,2024-01-10,C02725,S001,Cash,Completed
O030868,2025-03-24,C00150,S031,Bank Transfer,Completed
O030869,2025-08-15,C04308,S031,Bank Transfer,Completed
O030870,2025-03-20,C02761,S015,Cash,Completed
O030871,2024-06-23,C03705,S004,Debit Card,Completed
O030872,2024-10-13,C01866,S031,Credit Card,Completed
O030873,2025-03-05,C00529,S031,Credit Card,Completed
O030874,2025-07-05,C01898,S016,Cash,Completed
O030875,2025-01-28,C03781,S003,Debit Card,Completed
O030876,2025-09-26,C00614,S024,E-Wallet,Completed
O030877,2025-05-15,C01353,S031,Cash,Completed
O030878,2024-08-22,C04066,S031,Debit Card,Completed
O030879,2025-03-22,C00318,S025,Cash,Completed
O030880,2025-10-25,C02913,S013,Cash,Completed
O030881,2024-06-27,C03091,S031,Credit Card,Completed
O030882,2025-10-26,C03590,S031,E-Wallet,Completed
O030883,2024-06-10,C04752,S020,Debit Card,Completed
O030884,2024-01-14,C01404,S031,Credit Card,Completed
O030885,2024-09-13,C02554,S004,Bank Transfer,Completed
O030886,2025-09-02,C00230,S031,Credit Card,Completed
O030887,2024-02-07,C00366,S031,E-Wallet,Completed
O030888,2024-07-11,C03785,S031,E-Wallet,Completed
O030889,2025-05-08,C03387,S004,Credit Card,Completed
O030890,2025-02-16,C04279,S031,Credit Card,Returned
O030891,2024-10-06,C02080,S031,E-Wallet,Completed
O030892,2025-02-19,C01526,S022,Debit Card,Completed
O030893,2025-03-08,C02230,S031,E-Wallet,Completed
O030894,2025-06-04,C02432,S018,Debit Card,Completed
O030895,2024-11-12,C00734,S022,Bank Transfer,Completed
O030896,2024-01-23,C02231,S001,Cash,Completed
O030897,2025-04-13,C01969,S020,Cash,Completed
O030898,2024-08-18,C02426,S002,Debit Card,Completed
O030899,2024-03-21,C02525,S031,Bank Transfer,Completed
O030900,2025-10-12,C02458,S030,Cash,Completed
O030901,2025-09-02,C04222,S031,Debit Card,Completed
O030902,2025-07-07,C03329,S031,E-Wallet,Completed
O030903,2024-07-20,C00205,S001,Debit Card,Completed
O030904,2025-02-21,C01370,S031,Debit Card,Completed
O030905,2025-05-23,C04222,S010,Cash,Completed
O030906,2025-11-01,C04562,S031,Credit Card,Completed
O030907,2025-07-16,C04505,S005,Credit Card,Completed
O030908,2024-09-21,C04081,S001,,Completed
O030909,2024-02-19,C04307,S031,Bank Transfer,Returned
O030910,2025-03-07,C02376,S031,Credit Card,Completed
O030911,2024-12-26,C04765,S031,Credit Card,Completed
O030912,2024-10-14,C02594,S031,Debit Card,Completed
O030913,2024-10-27,C01629,S031,E-Wallet,Completed
O030914,2025-05-14,C03284,S026,E-Wallet,Completed
O030915,2025-09-09,C00693,S018,E-Wallet,Completed
O030916,2025-07-16,C02482,S031,,Cancelled
O030917,2024-06-01,C00512,S014,Debit Card,Completed
O030918,2025-12-17,C00600,S024,Debit Card,Completed
O030919,2024-09-05,C00383,S031,E-Wallet,Completed
O030920,2024-10-25,C04815,S031,Bank Transfer,Completed
O030921,2024-04-21,C04120,S025,E-Wallet,Completed
O030922,2024-01-12,C04723,S031,E-Wallet,Completed
O030923,2024-08-25,C02980,S013,Bank Transfer,Completed
O030924,2024-10-28,C01769,S031,Bank Transfer,Completed
O030925,2025-12-06,C00867,S031,Bank Transfer,Completed
O030926,2025-01-20,C03195,S019,Credit Card,Completed
O030927,2025-07-26,C01144,S007,Cash,Completed
O030928,2025-05-17,C00125,S029,Cash,Completed
O030929,2024-01-17,C00153,S008,Cash,Completed
O030930,2024-12-23,C03941,S028,Debit Card,Returned
O030931,2024-12-18,C01014,S031,Credit Card,Completed
O030932,2025-02-23,C02387,S029,E-Wallet,Completed
O030933,2024-07-05,C01254,S031,Bank Transfer,Completed
O030934,2024-03-19,C04771,S031,E-Wallet,Completed
O030935,2025-01-15,C02340,S024,E-Wallet,Completed
O030936,2024-03-08,C01830,S023,Debit Card,Completed
O030937,2025-03-12,C01979,S020,Debit Card,Completed
O030938,2024-08-04,C00222,S031,Bank Transfer,Returned
O030939,2025-09-23,C02540,S031,Credit Card,Completed
O030940,2024-09-07,C02008,S016,Cash,Completed
O030941,2024-09-06,C04150,S031,Bank Transfer,Completed
O030942,2025-10-22,C00020,S031,Debit Card,Completed
O030943,2025-03-25,C01918,S013,Cash,Completed
O030944,2025-04-27,C01030,S003,Debit Card,Completed
O030945,2024-09-24,C02159,S013,E-Wallet,Completed
O030946,2025-11-03,C01736,S031,E-Wallet,Completed
O030947,2024-04-02,C00405,S024,Debit Card,Completed
O030948,2024-03-06,C00641,S031,Debit Card,Completed
O030949,2024-03-12,C02790,S008,Bank Transfer,Cancelled
O030950,2024-05-22,C03515,S026,Cash,Completed
O030951,2025-12-02,C04744,S030,Cash,Completed
O030952,2025-01-07,C02981,S003,Debit Card,Completed
O030953,2025-08-12,C00375,S031,Debit Card,Completed
O030954,2025-08-05,C04327,S027,Credit Card,Completed
O030955,2024-09-08,C01800,S031,Bank Transfer,Completed
O030956,2024-12-31,C04061,S031,E-Wallet,Completed
O030957,2025-05-19,C01712,S031,Credit Card,Completed
O030958,2025-06-04,C04800,S020,E-Wallet,Completed
O030959,2024-10-12,C01839,S031,Bank Transfer,Completed
O030960,2025-11-23,C00382,S001,Cash,Completed
O030961,2025-07-12,C03120,S027,E-Wallet,Completed
O030962,2025-03-16,C02003,S031,Debit Card,Completed
O030963,2025-03-11,C01780,S027,Debit Card,Completed
O030964,2025-11-29,C01586,S031,E-Wallet,Completed
O030965,2025-04-14,C00810,S031,Bank Transfer,Completed
O030966,2024-05-23,C02194,S023,Cash,Completed
O030967,2025-01-26,C04655,S031,E-Wallet,Completed
O030968,2025-05-10,C02471,S005,Debit Card,Completed
O030969,2024-03-20,C00903,S031,E-Wallet,Completed
O030970,2024-10-30,C03617,S028,Debit Card,Completed
O030971,2024-07-09,C00545,S031,E-Wallet,Completed
O030972,2024-11-23,C01771,S031,Bank Transfer,Completed
O030973,2025-03-12,C00500,S031,Bank Transfer,Completed
O030974,2024-01-06,C03207,S031,Bank Transfer,Completed
O030975,2025-06-14,C03297,S031,Bank Transfer,Completed
O030976,2025-04-29,C03969,S024,Cash,Completed
O030977,2025-02-21,C01074,S031,Credit Card,Completed
O030978,2024-07-07,C04669,S031,Bank Transfer,Completed
O030979,2025-12-15,C01962,S007,Cash,Completed
O030980,2025-03-12,C02102,S001,E-Wallet,Completed
O030981,2024-03-21,C03293,S021,Credit Card,Completed
O030982,2024-01-14,C00304,S010,Debit Card,Completed
O030983,2025-10-26,C03263,S020,Debit Card,Completed
O030984,2024-08-27,C03560,S031,Cash,Completed
O030985,2024-12-12,C00620,S030,Debit Card,Completed
O030986,2025-03-30,C03533,S031,E-Wallet,Completed
O030987,2025-09-29,C00373,S031,E-Wallet,Completed
O030988,2024-03-26,C02133,S031,Cash,Completed
O030989,2024-09-23,C02695,S014,Debit Card,Completed
O030990,2025-08-21,C03740,S029,Debit Card,Completed
O030991,2024-05-15,C00214,S031,E-Wallet,Completed
O030992,2025-09-13,C00253,S003,E-Wallet,Completed
O030993,2024-05-07,C00384,S005,Debit Card,Completed
O030994,2025-07-10,C02194,S031,Credit Card,Completed
O030995,2025-11-17,C01451,S013,E-Wallet,Completed
O030996,2025-06-30,C00932,S031,Credit Card,Completed
O030997,2024-11-13,C03409,S031,Credit Card,Completed
O030998,2025-09-19,C01861,S011,Credit Card,Completed
O030999,2025-02-10,C02325,S003,E-Wallet,Completed
O031000,2024-06-06,C04948,S007,Credit Card,Completed
O031001,2024-07-20,C01680,S017,Debit Card,Completed
O031002,2024-07-19,C01332,S031,Credit Card,Completed
O031003,2025-05-31,C02283,S030,Debit Card,Completed
O031004,2025-02-27,C03416,S031,E-Wallet,Completed
O031005,2025-07-29,C04771,S031,Credit Card,Completed
O031006,2024-10-23,C04841,S031,Bank Transfer,Completed
O031007,2025-05-12,C00464,S031,Credit Card,Completed
O031008,2025-01-01,C04770,S031,Bank Transfer,Completed
O031009,2025-01-11,C01655,S029,Cash,Completed
O031010,2025-09-19,C03824,S029,Credit Card,Completed
O031011,2025-05-25,C04037,S031,E-Wallet,Completed
O031012,2025-11-27,C00706,S005,Cash,Completed
O031013,2024-02-10,C01514,S012,E-Wallet,Completed
O031014,2024-02-14,C02020,S001,Bank Transfer,Completed
O031015,2025-12-21,C02343,S031,Credit Card,Completed
O031016,2025-10-10,C03334,S031,E-Wallet,Completed
O031017,2025-09-17,C01185,S003,E-Wallet,Completed
O031018,2024-10-18,C00517,S031,E-Wallet,Completed
O031019,2024-02-25,C03961,S031,Credit Card,Completed
O031020,2024-05-22,C04364,S031,Debit Card,Completed
O031021,2024-12-02,C01380,S031,E-Wallet,Completed
O031022,2024-12-05,C00756,S031,E-Wallet,Completed
O031023,2025-12-05,C04406,S031,E-Wallet,Completed
O031024,2025-01-25,C00884,S031,Bank Transfer,Completed
O031025,2025-06-13,C03488,S019,Credit Card,Completed
O031026,2024-02-19,C00506,S023,Debit Card,Completed
O031027,2025-10-17,C00151,S031,Credit Card,Completed
O031028,2025-12-31,C03814,S020,E-Wallet,Completed
O031029,2024-04-15,C04948,S011,E-Wallet,Completed
O031030,2024-10-05,C02187,S031,Bank Transfer,Completed
O031031,2024-02-04,C03795,S012,E-Wallet,Completed
O031032,2024-09-08,C01274,S031,Credit Card,Completed
O031033,2025-01-23,C01686,S031,Credit Card,Returned
O031034,2024-11-10,C01059,S031,Debit Card,Completed
O031035,2025-10-13,C04962,S031,Bank Transfer,Completed
O031036,2024-07-15,C04748,S031,E-Wallet,Completed
O031037,2024-04-07,C01669,S023,Cash,Completed
O031038,2024-03-02,C01118,S031,Credit Card,Returned
O031039,2025-12-20,C00994,S021,Cash,Completed
O031040,2025-12-18,C01702,S026,Credit Card,Completed
O031041,2025-10-02,C00382,S031,E-Wallet,Completed
O031042,2025-02-03,C04921,S031,Bank Transfer,Completed
O031043,2024-04-20,C01613,S031,E-Wallet,Completed
O031044,2025-10-03,C03432,S031,E-Wallet,Completed
O031045,2024-08-29,C01102,S031,E-Wallet,Completed
O031046,2025-06-07,C04144,S031,E-Wallet,Completed
O031047,2025-03-20,C04164,S031,Credit Card,Completed
O031048,2025-11-17,C04932,S028,Credit Card,Completed
O031049,2025-01-19,C00328,S031,E-Wallet,Completed
O031050,2024-03-27,C04076,S029,Bank Transfer,Returned
O031051,2025-12-07,C02542,S031,Debit Card,Completed
O031052,2024-01-27,C01564,S031,Bank Transfer,Completed
O031053,2024-12-30,C04365,S031,Credit Card,Completed
O031054,2025-04-04,C04301,S031,Credit Card,Completed
O031055,2025-12-29,C01529,S031,E-Wallet,Completed
O031056,2025-03-01,C03187,S031,Credit Card,Completed
O031057,2025-07-17,C03809,S001,Debit Card,Completed
O031058,2024-05-10,C03589,S026,E-Wallet,Completed
O031059,2025-01-26,C00683,S013,Bank Transfer,Completed
O031060,2025-06-28,C00591,S023,Credit Card,Completed
O031061,2024-12-16,C00378,S031,E-Wallet,Returned
O031062,2025-02-01,C03706,S031,E-Wallet,Returned
O031063,2024-08-14,C01760,S009,Debit Card,Completed
O031064,2025-06-14,C01220,S026,E-Wallet,Completed
O031065,2025-03-01,C04253,S031,Debit Card,Completed
O031066,2024-02-07,C03195,S031,E-Wallet,Completed
O031067,2025-10-12,C04859,S031,Bank Transfer,Completed
O031068,2024-04-25,C00031,S031,E-Wallet,Completed
O031069,2024-10-26,C04243,S031,Cash,Completed
O031070,2025-01-01,C03334,S001,Bank Transfer,Completed
O031071,2025-02-21,C01353,S031,E-Wallet,Completed
O031072,2025-10-28,C00085,S012,Debit Card,Completed
O031073,2024-08-02,C04993,S031,E-Wallet,Completed
O031074,2024-01-31,C00416,S012,Cash,Completed
O031075,2024-01-03,C03738,S027,Credit Card,Completed
O031076,2024-01-10,C02201,S014,Debit Card,Completed
O031077,2024-06-29,C00768,S031,Credit Card,Completed
O031078,2024-06-13,C00928,S031,Credit Card,Completed
O031079,2024-08-22,C04802,S016,Debit Card,Completed
O031080,2025-11-02,C00206,S014,Debit Card,Completed
O031081,2024-10-08,C02419,S031,E-Wallet,Completed
O031082,2024-06-10,C03555,S027,Cash,Completed
O031083,2025-02-19,C00643,S031,Credit Card,Completed
O031084,2025-10-09,C04240,S031,Credit Card,Completed
O031085,2024-10-20,C00959,S031,E-Wallet,Completed
O031086,2025-10-25,C03745,S004,Debit Card,Cancelled
O031087,2025-11-09,C03884,S031,Cash,Completed
O031088,2024-04-07,C04581,S031,Bank Transfer,Completed
O031089,2025-01-15,C04548,S031,Bank Transfer,Completed
O031090,2024-05-12,C02600,S021,Credit Card,Completed
O031091,2024-10-04,C04734,S031,Credit Card,Completed
O031092,2025-12-23,C00966,S013,E-Wallet,Completed
O031093,2024-10-04,C04732,S024,Debit Card,Completed
O031094,2024-12-28,C00243,S013,Credit Card,Completed
O031095,2024-02-18,C02833,S031,E-Wallet,Completed
O031096,2024-08-12,C03579,S006,Debit Card,Completed
O031097,2024-12-28,C02403,S031,Credit Card,Completed
O031098,2024-09-08,C00398,S013,E-Wallet,Completed
O031099,2025-06-24,C03625,S027,E-Wallet,Completed
O031100,2025-07-22,C04745,S031,Bank Transfer,Completed
O031101,2025-12-26,C02880,S031,E-Wallet,Completed
O031102,2025-05-31,C03445,S027,Cash,Completed
O031103,2024-12-28,C01858,S031,E-Wallet,Completed
O031104,2024-04-03,C02936,S031,E-Wallet,Completed
O031105,2025-03-08,C03432,S031,E-Wallet,Completed
O031106,2024-12-18,C01818,S031,Bank Transfer,Completed
O031107,2024-11-20,C01725,S028,Debit Card,Completed
O031108,2025-06-17,C04578,S024,Credit Card,Completed
O031109,2024-07-22,C04851,S031,E-Wallet,Completed
O031110,2024-06-21,C00695,S001,E-Wallet,Completed
O031111,2025-02-09,C03014,S003,Debit Card,Completed
O031112,2025-05-11,C03044,S008,Bank Transfer,Completed
O031113,2024-02-10,C01530,S031,E-Wallet,Completed
O031114,2024-11-21,C00176,S031,Debit Card,Completed
O031115,2024-08-09,C02744,S015,E-Wallet,Completed
O031116,2025-09-14,C04099,S025,Cash,Completed
O031117,2024-01-20,C01799,S031,Credit Card,Completed
O031118,2024-06-18,C01680,S003,Debit Card,Completed
O031119,2025-03-08,C02616,S031,Credit Card,Completed
O031120,2024-05-11,C01365,S002,Cash,Completed
O031121,2024-09-06,C03539,S024,Debit Card,Completed
O031122,2024-01-02,C03195,S031,Bank Transfer,Completed
O031123,2025-06-17,C02003,S031,Credit Card,Completed
O031124,2024-07-26,C00146,S015,Credit Card,Completed
O031125,2024-09-21,C04484,S031,Bank Transfer,Completed
O031126,2025-12-01,C00406,S031,Debit Card,Completed
O031127,2025-08-10,C00645,S031,Credit Card,Completed
O031128,2024-08-22,C00552,S031,E-Wallet,Completed
O031129,2025-07-06,C00764,S007,Cash,Completed
O031130,2025-05-06,C02173,S031,E-Wallet,Completed
O031131,2025-10-18,C00629,S031,E-Wallet,Completed
O031132,2024-01-25,C02474,S031,E-Wallet,Completed
O031133,2025-04-04,C00904,S031,Credit Card,Completed
O031134,2024-04-12,C02006,S031,Bank Transfer,Completed
O031135,2024-12-28,C01205,S023,Credit Card,Completed
O031136,2024-11-28,C01420,S031,Credit Card,Returned
O031137,2024-09-26,C02156,S031,E-Wallet,Completed
O031138,2024-08-17,C00652,S031,E-Wallet,Completed
O031139,2024-11-14,C01575,S014,Debit Card,Completed
O031140,2024-04-21,C04412,S005,E-Wallet,Completed
O031141,2025-09-14,C02053,S031,E-Wallet,Completed
O031142,2025-10-30,C00549,S026,Credit Card,Completed
O031143,2024-08-12,C01626,S031,E-Wallet,Completed
O031144,2024-01-24,C02425,S031,Debit Card,Returned
O031145,2025-08-13,C03446,S023,Credit Card,Completed
O031146,2025-09-10,C03493,S013,Debit Card,Completed
O031147,2025-01-26,C01115,S031,E-Wallet,Completed
O031148,2024-11-08,C02658,S031,E-Wallet,Completed
O031149,2025-05-03,C01671,S031,Credit Card,Completed
O031150,2025-07-28,C01525,S031,E-Wallet,Completed
O031151,2025-03-29,C03940,S012,Cash,Completed
O031152,2024-09-07,C04280,S031,Bank Transfer,Completed
O031153,2025-01-17,C01094,S031,E-Wallet,Completed
O031154,2024-10-21,C01164,S031,E-Wallet,Completed
O031155,2025-10-16,C04312,S018,Credit Card,Completed
O031156,2024-01-26,C00348,S013,Credit Card,Completed
O031157,2025-03-20,C00501,S031,Credit Card,Completed
O031158,2025-09-14,C02298,S031,E-Wallet,Completed
O031159,2025-03-07,C03908,S003,Credit Card,Completed
O031160,2024-07-22,C00324,S031,Credit Card,Completed
O031161,2024-01-05,C04281,S031,E-Wallet,Completed
O031162,2024-10-24,C02098,S031,Credit Card,Completed
O031163,2025-07-27,C01165,S031,Bank Transfer,Completed
O031164,2024-04-11,C04814,S004,Credit Card,Cancelled
O031165,2025-02-06,C03452,S017,Debit Card,Completed
O031166,2024-05-19,C02127,S031,Credit Card,Completed
O031167,2024-07-16,C01463,S031,E-Wallet,Completed
O031168,2025-08-24,C00135,S031,E-Wallet,Completed
O031169,2025-06-11,C01625,S031,E-Wallet,Completed
O031170,2024-08-31,C04824,S031,Credit Card,Completed
O031171,2025-03-16,C04598,S031,Bank Transfer,Completed
O031172,2025-09-12,C02296,S026,Debit Card,Returned
O031173,2025-03-12,C04409,S031,E-Wallet,Completed
O031174,2024-09-22,C03298,S006,Cash,Completed
O031175,2024-12-02,C02659,S031,Bank Transfer,Completed
O031176,2024-04-17,C04212,S024,Credit Card,Completed
O031177,2025-08-21,C02422,S031,E-Wallet,Completed
O031178,2025-06-14,C00318,S016,Credit Card,Completed
O031179,2024-01-25,C00468,S031,Credit Card,Completed
O031180,2024-09-23,C03666,S021,E-Wallet,Completed
O031181,2025-02-11,C03408,S031,Credit Card,Completed
O031182,2025-10-30,C03621,S013,Debit Card,Completed
O031183,2024-09-20,C03683,S031,E-Wallet,Completed
O031184,2024-12-07,C02624,S003,Debit Card,Completed
O031185,2025-02-02,C04175,S005,Cash,Completed
O031186,2025-08-21,C04062,S031,Bank Transfer,Completed
O031187,2024-12-28,C00841,S016,Cash,Returned
O031188,2025-09-27,C01206,S031,Credit Card,Completed
O031189,2025-10-26,C03224,S031,Debit Card,Completed
O031190,2025-06-28,C04805,S031,Credit Card,Completed
O031191,2024-03-27,C03968,S015,Bank Transfer,Completed
O031192,2025-08-26,C04356,S001,Cash,Completed
O031193,2024-11-04,C00056,S031,E-Wallet,Completed
O031194,2024-04-06,C00442,S015,Debit Card,Completed
O031195,2025-01-24,C01743,S031,Bank Transfer,Completed
O031196,2025-06-02,C02547,S013,Debit Card,Cancelled
O031197,2024-06-01,C03377,S017,Cash,Completed
O031198,2024-05-26,C04647,S009,Cash,Completed
O031199,2025-04-25,C04084,S019,E-Wallet,Completed
O031200,2025-12-15,C02143,S031,Credit Card,Completed
O031201,2024-11-02,C00666,S031,E-Wallet,Completed
O031202,2024-04-05,C03405,S005,Cash,Completed
O031203,2024-03-13,C04349,S031,Credit Card,Completed
O031204,2025-07-05,C02582,S022,Debit Card,Completed
O031205,2025-05-19,C02183,S031,Bank Transfer,Completed
O031206,2025-09-12,C02347,S031,Credit Card,Completed
O031207,2024-03-02,C04068,S031,E-Wallet,Completed
O031208,2025-04-24,C04747,S031,Debit Card,Completed
O031209,2024-03-19,C02943,S001,Debit Card,Completed
O031210,2025-06-21,C04240,S020,Cash,Completed
O031211,2025-03-13,C04931,S031,E-Wallet,Completed
O031212,2025-11-26,C04483,S031,E-Wallet,Returned
O031213,2024-10-22,C00240,S018,Debit Card,Completed
O031214,2025-04-18,C04010,S031,Bank Transfer,Completed
O031215,2024-07-30,C00818,S031,Debit Card,Completed
O031216,2024-04-25,C00389,S031,E-Wallet,Returned
O031217,2024-04-16,C03832,S012,E-Wallet,Returned
O031218,2024-08-26,C03587,S012,E-Wallet,Completed
O031219,2025-05-27,C04179,S017,Debit Card,Completed
O031220,2024-09-05,C03998,S031,Bank Transfer,Completed
O031221,2024-06-23,C03890,S031,E-Wallet,Completed
O031222,2025-06-06,C04044,S031,Credit Card,Completed
O031223,2025-11-07,C02935,S031,E-Wallet,Completed
O031224,2024-03-09,C00523,S005,Credit Card,Completed
O031225,2025-11-27,C02470,S031,E-Wallet,Completed
O031226,2024-12-19,C01613,S031,E-Wallet,Completed
O031227,2024-08-24,C02004,S031,E-Wallet,Completed
O031228,2024-09-28,C01059,S031,Credit Card,Completed
O031229,2025-07-20,C04532,S015,E-Wallet,Completed
O031230,2025-10-22,C02471,S031,Credit Card,Completed
O031231,2024-08-12,C03589,S031,Debit Card,Completed
O031232,2024-10-23,C01247,S019,Debit Card,Completed
O031233,2024-05-02,C00692,S031,Debit Card,Completed
O031234,2024-07-12,C03357,S014,Debit Card,Completed
O031235,2025-05-03,C02614,S008,Debit Card,Completed
O031236,2024-10-31,C01620,S031,E-Wallet,Completed
O031237,2024-01-25,C04222,S010,Debit Card,Completed
O031238,2024-08-07,C02914,S031,Credit Card,Completed
O031239,2024-03-04,C02631,S014,Debit Card,Completed
O031240,2025-06-09,C03265,S031,Credit Card,Completed
O031241,2024-02-25,C04749,S023,E-Wallet,Completed
O031242,2025-12-28,C04752,S017,E-Wallet,Completed
O031243,2024-01-13,C02911,S031,E-Wallet,Completed
O031244,2024-01-22,C04024,S031,Debit Card,Completed
O031245,2025-12-06,C03496,S031,Debit Card,Completed
O031246,2025-02-19,C02690,S031,Credit Card,Completed
O031247,2024-08-27,C00662,S031,Credit Card,Completed
O031248,2024-10-11,C03150,S031,E-Wallet,Completed
O031249,2025-08-31,C00051,S020,Cash,Completed
O031250,2025-07-01,C02299,S013,Debit Card,Completed
O031251,2025-10-24,C04311,S020,Cash,Completed
O031252,2025-09-01,C01175,S031,E-Wallet,Completed
O031253,2024-07-01,C00738,S015,Debit Card,Completed
O031254,2024-03-08,C04462,S031,E-Wallet,Completed
O031255,2024-12-21,C03240,S030,Debit Card,Completed
O031256,2024-04-14,C00442,S024,Credit Card,Completed
O031257,2024-08-06,C00233,S001,Cash,Completed
O031258,2025-01-23,C03715,S024,Credit Card,Completed
O031259,2025-10-26,C01584,S005,Cash,Completed
O031260,2024-04-26,C01230,S001,Debit Card,Completed
O031261,2025-05-06,C02100,S031,Debit Card,Completed
O031262,2024-11-25,C01712,S031,E-Wallet,Completed
O031263,2025-02-22,C01953,S002,Debit Card,Completed
O031264,2024-04-01,C04055,S006,Debit Card,Cancelled
O031265,2025-10-16,C04266,S031,Debit Card,Completed
O031266,2024-11-14,C03099,S031,E-Wallet,Completed
O031267,2024-06-07,C02038,S031,E-Wallet,Completed
O031268,2025-05-30,C04365,S005,Debit Card,Completed
O031269,2025-11-26,C01953,S001,Credit Card,Completed
O031270,2024-10-18,C04714,S031,E-Wallet,Completed
O031271,2024-09-06,C03477,S031,Credit Card,Completed
O031272,2025-12-06,C03227,S015,Debit Card,Completed
O031273,2025-01-03,C04442,S031,Debit Card,Returned
O031274,2024-12-17,C03462,S027,Debit Card,Completed
O031275,2024-07-16,C02940,S031,E-Wallet,Completed
O031276,2025-11-07,C03906,S031,Bank Transfer,Completed
O031277,2025-03-26,C03694,S031,Credit Card,Completed
O031278,2025-06-29,C01610,S031,Bank Transfer,Completed
O031279,2024-10-10,C03000,S019,Credit Card,Returned
O031280,2024-01-11,C01299,S031,Debit Card,Completed
